Language,Code Value,lat_str,lon_str,genus,family,countrycodes
Tatana',txx,5.5,115.5,North Borneo,Austronesian,MY
Tauya,tya,-5.75,145.3333333,Madang,Trans-New Guinea,PG
Tawala,tbo,-10.33333333,150.6666667,Oceanic,Austronesian,PG
Tayo,cks,-22,166.3333333,Creoles and Pidgins,other,NC
Talysh (Azerbaijan),tly,38.75,48.66666667,Iranian,Indo-European,AZ
Tabare,sst,-6.083333333,145,Chimbu,Trans-New Guinea,PG
Tübatulabal,tub,36,-118.3333333,California Uto-Aztecan,Uto-Aztecan,US
Tigré (Beni Amer),tig,15.5,38,Semitic,Afro-Asiatic,ER
Tabla,tnm,-2.45,140.4166667,Sentani,Sentani,ID
Tboli,tbl,6.166666667,124.5,Bilic,Austronesian,PH
Tabaru,tby,1.5,127.25,North Halmaheran,West Papuan,ID
Tabassaran,tab,41.83333333,47.91666667,Lezgic,Nakh-Daghestanian,RU
Tobati,tti,-2.583333333,140.6666667,Oceanic,Austronesian,ID
Tubu,tuq,16,15,Western Saharan,Saharan,TD NE
Tabwa,tap,-8,29.5,Bantoid,Niger-Congo,ZM CD
Tangbe,skj,28.91666667,83.75,Bodic,Sino-Tibetan,NP
Tarahumara (Central),tar,27.5,-107.5,Tarahumaran,Uto-Aztecan,MX
Toda,tcx,11.41666667,76.75,Southern Dravidian,Dravidian,IN
Tibetan (Dingri),bod,28.5,86.5,Bodic,Sino-Tibetan,CN
Tibetan (Drokpa),bod,32.25,81.25,Bodic,Sino-Tibetan,CN
Tectiteco,ttc,15.41666667,-92.08333333,Mayan,Mayan,GT MX
Tepehua (Huehuetla),tee,20.5,-98,Totonacan,Totonacan,MX
Tehuelche,teh,-48,-68,Chon Proper,Chon,AR
Telugu,tel,16,79,South-Central Dravidian,Dravidian,IN
Tem,kdh,8.666666667,0.5,Gur,Niger-Congo,BJ GH TG
Tennet,tex,4.416666667,32.5,Surmic,Eastern Sudanic,SS
Teop,tio,-5.666666667,155,Oceanic,Austronesian,PG
Tepehua (Tlachichilco),tpt,20.58333333,-98.25,Totonacan,Totonacan,MX
Tera,ttr,11,11.83333333,Biu-Mandara,Afro-Asiatic,NG
Teso,teo,1.833333333,33.83333333,Nilotic,Eastern Sudanic,UG
Tetela,tll,-4,24,Bantoid,Niger-Congo,CD
Tewa (Arizona),tew,35.83333333,-110.4166667,Kiowa-Tanoan,Kiowa-Tanoan,US
Turkic (East-Central Xorasan),kmz,37,59,Turkic,Altaic,IR
Tangga,hrc,-3.466666667,153.2,Oceanic,Austronesian,PG
Tagbanwa (Aborlan),tbw,9.5,118.5,Greater Central Philippine,Austronesian,PH
Tuareg (Ghat),thv,25,10.16666667,Berber,Afro-Asiatic,LY
Tigak,tgc,-2.716666667,150.8,Oceanic,Austronesian,PG
Tshangla,tsj,27.83333333,92.16666667,Bodic,Sino-Tibetan,BT IN
Tugun,tzn,-7.716666667,126.75,Central Malayo-Polynesian,Austronesian,ID
Tsogo,tsv,-1.5,11.33333333,Bantoid,Niger-Congo,GA
Tanglapui,swt,-8.283333333,125.0833333,Kolana-Tanglapui,Timor-Alor-Pantar,ID
Tigré,tig,16.5,38.5,Semitic,Afro-Asiatic,ER
Tarangan (West),txn,-6.5,134.1666667,Central Malayo-Polynesian,Austronesian,ID
Thai,tha,16,101,Kam-Tai,Tai-Kadai,TH
Thadou,tcz,24.41666667,93.91666667,Kuki-Chin,Sino-Tibetan,IN MM
Thakali,ths,29,83.75,Bodic,Sino-Tibetan,NP
Thangmi,thf,27.75,86,Mahakiranti,Sino-Tibetan,NP
Thompson,thp,49.75,-121.75,Interior Salish,Salishan,CA
Thaypan,typ,-14.83333333,143.1666667,Northern Pama-Nyungan,Pama-Nyungan,AU
Thai Sign Language,tsq,15,101,Sign Languages,other,TH
Tehit,kps,-1.5,132,West Bird's Head,West Papuan,ID
Thulung,tdh,27.41666667,86.5,Mahakiranti,Sino-Tibetan,NP
Thao,ssf,23.88333333,120.9166667,Western Plains Austronesian,Austronesian,TW
Kuuk Thaayorre,thd,-14.58333333,141.8333333,Northern Pama-Nyungan,Pama-Nyungan,AU
Tima,tms,11.66666667,29.25,Katla-Tima,Kordofanian,SD
Tibetan (Standard Spoken),bod,30,91,Bodic,Sino-Tibetan,CN
Ticuna,tca,-4,-70.5,Ticuna,Ticuna,BR PE
Tidore,tvo,0.75,127.5,North Halmaheran,West Papuan,ID
Tifal,tif,-5,141.3333333,Ok,Trans-New Guinea,PG
Tigrinya,tir,14.5,38.5,Semitic,Afro-Asiatic,ER ET
Tikar,tik,5.833333333,11.66666667,Bantoid,Niger-Congo,CM
Tillamook,til,45.33333333,-123.75,Tillamook,Salishan,US
Timugon,tih,5,116,North Borneo,Austronesian,MY
Tinrin,cir,-21.66666667,165.75,Oceanic,Austronesian,NC
Tiriyo,tri,3.25,-55.75,Cariban,Cariban,BR SR
Tibetan (Shigatse),bod,29,89,Bodic,Sino-Tibetan,CN
Tiv,tiv,7.5,9,Bantoid,Niger-Congo,NG
Tiwi,tiw,-11.5,131,Tiwian,Tiwian,AU
Tiipay (Jamul),dih,32.16666667,-116.5,Yuman,Hokan,US MX
Tokelauan,tkl,-9,-172,Oceanic,Austronesian,TK
Tuki,bag,4.583333333,11.5,Bantoid,Niger-Congo,CM
Takelma,tkm,42.5,-123,Takelma,Takelma,US
Turkmen,tuk,40,58,Turkic,Altaic,TM
Teke (Southern),kkw,-2.333333333,14.5,Bantoid,Niger-Congo,CG
Tolai,ksd,-4.25,152.0833333,Oceanic,Austronesian,PG
Tatar-Noghay (Alabugat),nog,47.41666667,45.66666667,Turkic,Altaic,RU
Talaud,tld,4.25,126.75,Sangiric,Austronesian,ID
Telefol,tlf,-5,141.75,Ok,Trans-New Guinea,PG
Tlingit,tli,59,-135,Tlingit,Na-Dene,US
Taulil,tuh,-4.416666667,152.0833333,Taulil,Baining-Taulil,PG
Tobelo,tlb,1.5,128.5,North Halmaheran,West Papuan,ID
Tlapanec,tcf,17.08333333,-99,Subtiaba-Tlapanec,Oto-Manguean,MX
Talysh (Southern),tly,37,49,Iranian,Indo-European,IR
Tama,tma,14.5,22,Taman,Eastern Sudanic,SD TD
Timucua,tjm,30.25,-82.5,Timucua,Timucua,US
Tamagario,tcg,-6.416666667,139.25,Kayagar,Kayagar,ID
Tatar (Mishar),tat,55.5,49,Turkic,Altaic,RU
Tumak,tmc,9.5,17.33333333,East Chadic,Afro-Asiatic,TD
Tamil,tam,11,78.5,Southern Dravidian,Dravidian,LK IN
Tamabo,mla,-15.66666667,167.1666667,Oceanic,Austronesian,VU
Temein,teq,11.91666667,29.41666667,Temein,Eastern Sudanic,SD
Tibetan (Modern Literary),bod,29.83333333,91.5,Bodic,Sino-Tibetan,CN
Tampulma,tpm,10.41666667,-0.583333333,Gur,Niger-Congo,GH
Temiar,tea,5,101.5,Aslian,Austro-Asiatic,MY
Tommo So,,15,-3,Dogon,Dogon,ML
Tat (Muslim),ttt,41.25,48.75,Iranian,Indo-European,AZ
Turkana,tuv,3,35.5,Nilotic,Eastern Sudanic,KE UG
Tunebo,tnd,6.75,-72.25,Tunebo,Chibchan,CO
Tanacross,tcb,63.5,-143.5,Athapaskan,Na-Dene,US
Tindi,tin,42.36666667,46.25,Avar-Andic-Tsezic,Nakh-Daghestanian,RU
Temne,tem,8.666666667,-13.08333333,Mel,Niger-Congo,SL
Tongan,ton,-21.16666667,-175.1666667,Oceanic,Austronesian,TO
Tinani,lbf,32.33333333,77.16666667,Bodic,Sino-Tibetan,IN
Tanaina,tfn,62,-150,Athapaskan,Na-Dene,US
Tungak,lcm,-2.55,150.25,Oceanic,Austronesian,PG
Tanana (Lower),taa,65,-150,Athapaskan,Na-Dene,US
Tunen,tvu,4.75,10.66666667,Bantoid,Niger-Congo,CM
Tondano,tdn,1.25,125,Minahasan,Austronesian,ID
Tanna (Southwest),nwi,-19.56666667,169.3333333,Oceanic,Austronesian,VU
Tontemboan,tnt,1.083333333,124.5,Minahasan,Austronesian,ID
Tenyer,kza,10.66666667,-4.5,Gur,Niger-Congo,BF
Toaripi,tqo,-8.333333333,146.25,Eleman Proper,Eleman,PG
Toba,tob,-26.5,-59,South Guaicuruan,Guaicuruan,AR
Tod,sbu,32.41666667,77.25,Bodic,Sino-Tibetan,IN
Tofa,kim,53.75,98,Turkic,Altaic,RU
Tojolabal,toj,16.33333333,-91.5,Mayan,Mayan,MX
Tarok,yer,9,10.08333333,Platoid,Niger-Congo,NG
Tol,jic,14.66666667,-87,Tol,Tol,HN
Tonkawa,tqw,30.25,-96.75,Tonkawa,Tonkawa,US
Toqabaqita,mlu,-8.416666667,160.5833333,Oceanic,Austronesian,SB
Toratán,rth,1.083333333,124.8333333,Sangiric,Austronesian,ID
Totonac (Sierra),tos,19.91666667,-97.41666667,Totonacan,Totonacan,MX
Totonac (Misantla),tlc,19.91666667,-96.91666667,Totonacan,Totonacan,MX
Toussian,wib,11,-4.666666667,Gur,Niger-Congo,BF
Toussian (Win),wib,10.83333333,-4.666666667,Gur,Niger-Congo,BF
Tasmanian (Oyster Bay to Pitwater),,-42.5,147.75,Tasmanian,Tasmanian,AU
Tonga (in Zambia),toi,-17,27,Bantoid,Niger-Congo,ZM
Totonac (Papantla),top,20.33333333,-97.33333333,Totonacan,Totonacan,MX
Tepecano,tep,21.75,-104.75,Tepiman,Uto-Aztecan,MX
Tok Pisin,tpi,-9.5,147.1666667,Creoles and Pidgins,other,PG
Tepehuan (Northern),ntp,26.33333333,-107,Tepiman,Uto-Aztecan,MX
Tupuri,tui,10.16666667,14.75,Adamawa,Niger-Congo,CM TD
Tepehuan (Southeastern),stp,23,-104.5,Tepiman,Uto-Aztecan,MX
Tapieté,tpj,-19.75,-61.66666667,Tupi-Guaraní,Tupian,PY
Teribe,tfr,9.333333333,-82.66666667,Talamanca,Chibchan,PA CR
Trique (Chicahuaxtla),trs,17.16666667,-97.83333333,Mixtecan,Oto-Manguean,MX
Toraja,sda,-3,119.75,South Sulawesi,Austronesian,ID
Tewa (Rio Grande),tew,36.25,-106.1666667,Kiowa-Tanoan,Kiowa-Tanoan,US
Trique (Copala),trc,17.16666667,-97.91666667,Mixtecan,Oto-Manguean,MX
Tirmaga,suq,5.75,35.25,Surmic,Eastern Sudanic,ET
Terêna,ter,-20,-56,Bolivia-Parana,Arawakan,BR
Tairora,tbg,-6.5,146,Eastern Highlands,Trans-New Guinea,PG
Ternate,tft,0.833333333,127.25,North Halmaheran,West Papuan,ID
Trumai,tpy,-11.91666667,-53.58333333,Trumai,Trumai,BR
Torwali,trw,34.25,72,Indic,Indo-European,PK
Tiruray,tiy,6.75,124.1666667,Bilic,Austronesian,PH
Tsakhur,tkr,41.66666667,47.16666667,Lezgic,Nakh-Daghestanian,RU AZ
Timorese,aoz,-9.666666667,124.5,Central Malayo-Polynesian,Austronesian,ID
Tsafiki,cof,-1,-79.33333333,Barbacoan,Barbacoan,EC
Tausug,tsg,6,121,Greater Central Philippine,Austronesian,PH MY ID
Tümpisa Shoshone,par,37,-117,Numic,Uto-Aztecan,US
Tsimshian (Coast),tsi,52.5,-129,Tsimshianic,Penutian,US CA
Tewa (San Juan Pueblo),tew,36.08333333,-106.0833333,Kiowa-Tanoan,Kiowa-Tanoan,US
Tamashek,taq,20,-2,Berber,Afro-Asiatic,ML
Tanzania Sign Language,tza,-6,35,Sign Languages,other,TZ
Tasmanian,,-42.16666667,146.5,Tasmanian,Tasmanian,AU
Tsonga,tso,-24,32,Bantoid,Niger-Congo,MZ ZA
Tsou,tsu,23.5,120.75,Tsou,Austronesian,TW
Tamil (Spoken),tam,11,78,Southern Dravidian,Dravidian,IN
Taushiro,trr,-3.25,-75.5,Taushiro,Taushiro,PE
Tsat,huq,18.25,109.5,Malayo-Sumbawan,Austronesian,CN
Tswana,tsn,-24,26,Bantoid,Niger-Congo,BW ZA
Tsez,ddo,42.25,45.75,Avar-Andic-Tsezic,Nakh-Daghestanian,RU
Tatar (Baraba),tat,55.33333333,78.33333333,Turkic,Altaic,RU
Tetun Dili,tet,-8.583333333,125.5833333,Central Malayo-Polynesian,Austronesian,TL
Tutelo,tta,37.66666667,-78.75,Core Siouan,Siouan,US
Tetun,tet,-9,126,Central Malayo-Polynesian,Austronesian,TL
Tati (Southern),tks,36,49.66666667,Iranian,Indo-European,IR
Tsova-Tush,bbl,42.5,45.5,Nakh,Nakh-Daghestanian,GE
Tatuyo,tav,0.416666667,-70.5,Tucanoan,Tucanoan,CO
Tuamotuan,pmt,-17,-144,Oceanic,Austronesian,PF
Tubar,tbu,27,-108,Tubar,Uto-Aztecan,MX
Tucano,tuo,0.5,-69.16666667,Tucanoan,Tucanoan,CO BR
Tuareg (Ahaggar),thv,23,6,Berber,Afro-Asiatic,LY DZ NE
Türk Isaret Dili,tsm,39,34,Sign Languages,other,TR
Tukang Besi,khc,-5.5,123.5,Celebic,Austronesian,ID
Tulu,tcy,12.75,75.33333333,Southern Dravidian,Dravidian,IN
Tumleo,tmq,-3.083333333,142.4166667,Oceanic,Austronesian,PG
Tunica,tun,32.66666667,-91,Tunica,Tunica,US
Tupi,,-6,-36,Tupi-Guaraní,Tupian,BR
Turkish,tur,39,35,Turkic,Altaic,TR
Tuscarora,tus,36,-77.5,Northern Iroquoian,Iroquoian,US
Tutchone (Northern),ttm,63,-137,Athapaskan,Na-Dene,CA
Tuvan,tyv,52,95,Turkic,Altaic,MN RU
Tuyuca,tue,0.5,-70.08333333,Tucanoan,Tucanoan,CO BR
Tuvaluan,tvl,-8.5,179.1666667,Oceanic,Austronesian,TV
Tatar,tat,56,49.5,Turkic,Altaic,RU
Tutsa,tvt,27.5,96.5,Northern Naga,Sino-Tibetan,IN
Twana,twa,47.66666667,-122.75,Central Salish,Salishan,US
Tarahumara (Western),tac,27.5,-108,Tarahumaran,Uto-Aztecan,MX
Tiwa (Northern),twf,36.5,-105.5,Kiowa-Tanoan,Kiowa-Tanoan,US
Tiwa (Southern),tix,35,-106.3333333,Kiowa-Tanoan,Kiowa-Tanoan,US
Turkic (West Xorasan),kmz,36.66666667,56,Turkic,Altaic,IR
Totonac (Xicotepec de Juárez),too,20.41666667,-97.83333333,Totonacan,Totonacan,MX
Tyeraity,woa,-13,130.3333333,Northern Daly,Northern Daly,AU
Tzeltal (Aguacatenango),tzh,16.41666667,-92.5,Mayan,Mayan,MX
Tzeltal (Bachajón),tzb,16.91666667,-92,Mayan,Mayan,MX
Tzeltal,tzb,16.83333333,-92.25,Mayan,Mayan,MX
Taiwanese Sign Language (Ziran Shouyu),tss,24,121,Sign Languages,other,TW
Tzotzil,tzo,16.5,-92.66666667,Mayan,Mayan,MX
Tzotzil (San Andrés),tzs,17,-92.83333333,Mayan,Mayan,MX
Tzeltal (Tenejapa),tzh,16.66666667,-92.33333333,Mayan,Mayan,MX
Tzutujil,tzj,14.66666667,-91.33333333,Mayan,Mayan,GT
Tzotzil (Zinacantán),tzz,16.83333333,-92.83333333,Mayan,Mayan,MX
Ubykh,uby,43.66666667,39.66666667,Northwest Caucasian,Northwest Caucasian,RU TR
Udihe,ude,47.66666667,136.25,Tungusic,Altaic,RU
Udi,udi,41,48,Lezgic,Nakh-Daghestanian,AZ
Udmurt,udm,57.5,52.5,Permic,Uralic,RU
Ugandan Sign Language,ugn,1,32.5,Sign Languages,other,UG
Uradhi,urf,-11.91666667,142.4166667,Northern Pama-Nyungan,Pama-Nyungan,AU
Ukrainian,ukr,49,33,Slavic,Indo-European,UA
Upper Kuskokwim,kuu,63,-157,Athapaskan,Na-Dene,US
Ulcha,ulc,52.25,140.3333333,Tungusic,Altaic,RU
Uldeme,udl,10.95,14.11666667,Biu-Mandara,Afro-Asiatic,CM
Ulithian,uli,9.916666667,139.5833333,Oceanic,Austronesian,FM
Uma,ppk,-1.833333333,120,Celebic,Austronesian,ID
UMbundu,umb,-12.5,15,Bantoid,Niger-Congo,AO
Umpila,ump,-13.5,143.5,Northern Pama-Nyungan,Pama-Nyungan,AU
Umaua,cbd,1,-72,Cariban,Cariban,CO
Una,mtg,-4.666666667,140,Mek,Trans-New Guinea,ID
Ungarinjin,ung,-16.33333333,126,Worrorran,Worrorran,AU
Unami,unm,40,-75.16666667,Algonquian,Algic,US
Ura,uur,-18.66666667,169.0833333,Oceanic,Austronesian,VU
Urdu,urd,25,67,Indic,Indo-European,PK
Urhobo,urh,5.583333333,6,Edoid,Niger-Congo,NG
Urim,uri,-3.583333333,142.6666667,Urim,Torricelli,PG
Urubú-Kaapor,urb,-2.333333333,-46.5,Tupi-Guaraní,Tupian,BR
Urak Lawoi',urk,8,98.33333333,Malayo-Sumbawan,Austronesian,TH
Urum,uum,47.11666667,37.55,Turkic,Altaic,GE UA
Urarina,ura,-4.5,-75.5,Urarina,Urarina,PE
Urat,urt,-3.666666667,142.8333333,Wapei-Palei,Torricelli,PG
Uru,ure,-16.75,-69,Uru-Chipaya,Uru-Chipaya,BO
Usan,wnu,-4.833333333,145.1666667,Madang,Trans-New Guinea,PG
Urubú Sign Language,uks,-2.333333333,-46,Sign Languages,other,BR
Usarufa,usa,-6.416666667,145.5833333,Eastern Highlands,Trans-New Guinea,PG
Ute,ute,39,-109,Numic,Uto-Aztecan,US
Uyghur,uig,40,80,Turkic,Altaic,CN
Uzbek,uzs,39,66,Turkic,Altaic,AF UZ
Uzbek (Northern),uzn,40.66666667,66.5,Turkic,Altaic,UZ
Vafsi,vaf,34.66666667,49.91666667,Iranian,Indo-European,IR
Vagla,vag,9.416666667,-2.416666667,Gur,Niger-Congo,GH
Vai,vai,6.916666667,-11.25,Western Mande,Mande,SL LR
Vasavi,vas,24.5,71.5,Indic,Indo-European,IN
Vata,dic,5.833333333,-5.416666667,Kru,Niger-Congo,CI
Vedda,ved,7,81,Indic,Indo-European,LK
Venda,ven,-22,30,Bantoid,Niger-Congo,ZW ZA
Veps,vep,60,35,Finnic,Uralic,RU
Vietnamese,vie,10.5,106.5,Viet-Muong,Austro-Asiatic,VN
Vili,vif,-5.5,14,Bantoid,Niger-Congo,CG GA
Kariera,vka,-20.5,118.5,Western Pama-Nyungan,Pama-Nyungan,AU
Vlaamse Gebarentaal,vgt,51,4,Sign Languages,other,BE
Vinmavis,vnm,-16.16666667,167.4166667,Oceanic,Austronesian,VU
Votic,vot,59.5,30,Finnic,Uralic,RU
Wagiman,waq,-14,131.25,Wagiman,Wagiman,AU
Wahgi,wgi,-5.833333333,144.7166667,Chimbu,Trans-New Guinea,PG
Wai Wai,waw,1,-59,Cariban,Cariban,BR GY
Wakhi,wbl,36.5,72,Iranian,Indo-European,AF PK TJ
Walman,van,-3.216666667,142.5,Wapei-Palei,Torricelli,PG
Wambaya,wmb,-18.66666667,135.75,Wambayan,Mirndi,AU
Wangkumara,xwk,-27.33333333,143,Central Pama-Nyungan,Pama-Nyungan,AU
Waorani,auc,-1,-76.5,Waorani,Waorani,EC
Wappo,wao,38.5,-122.5,Wappo,Wappo-Yukian,US
Wari',pav,-11.33333333,-65,Chapacura-Wanham,Chapacura-Wanham,BR
Washo,was,39.25,-120,Washo,Washo,US
Watjarri,wbv,-26,117.5,Western Pama-Nyungan,Pama-Nyungan,AU
Waunana,noa,4,-77,Choco,Choco,CO PA
Wayampi,oym,1,-52,Tupi-Guaraní,Tupian,BR
Wambon,wms,-5.5,140.4166667,Awju-Dumut,Trans-New Guinea,ID
Wanman,wbt,-22,123,Western Pama-Nyungan,Pama-Nyungan,AU
Wichí,mzh,-22.5,-62.58333333,Matacoan,Matacoan,AR BO
Western Desert (Ooldea),,-30.5,132,Western Pama-Nyungan,Pama-Nyungan,AU
Welsh (Colloquial),cym,52.75,-3.5833,Celtic,Indo-European,GB
Wedau,wed,-10.16666667,150.1666667,Oceanic,Austronesian,PG
Welsh,cym,52,-3,Celtic,Indo-European,GB
Wembawemba,,-35.33333333,144,Southeastern Pama-Nyungan,Pama-Nyungan,AU
Weri,wer,-7.75,146.9166667,Goilalan,Trans-New Guinea,PG
Wetan,lex,-8.166666667,128,Central Malayo-Polynesian,Austronesian,ID
Wangkangurru,wgg,-27,137,Central Pama-Nyungan,Pama-Nyungan,AU
Waigali,wbk,35,71.25,Nuristani,Indo-European,AF
Warrongo,wrg,-18,145,Northern Pama-Nyungan,Pama-Nyungan,AU
Wichita,wic,33.33333333,-97.33333333,Caddoan,Caddoan,US
Wikchamni,yok,36.41666667,-119.0833333,Yokuts,Penutian,US
Wintu,wnw,41,-122.5,Wintuan,Penutian,US
Wirangu,wgu,-32,134,Central Pama-Nyungan,Pama-Nyungan,AU
Wiyot,wiy,40.83333333,-124.1666667,Wiyot,Algic,US
Wagawaga,wkw,-26.5,152.5,Southeastern Pama-Nyungan,Pama-Nyungan,AU
Wolof,wol,15.25,-16,Northern Atlantic,Niger-Congo,SN GM
Wallisian,wls,-13.3,-176.2,Oceanic,Austronesian,WF
Walmatjari,wmt,-19.5,125.75,Western Pama-Nyungan,Pama-Nyungan,AU
Wolio,wlo,-5.5,122.75,Celebic,Austronesian,ID
Warluwara,wrb,-22,138.5,Western Pama-Nyungan,Pama-Nyungan,AU
Wolaytta,wal,6.833333333,37.75,North Omotic,Afro-Asiatic,ET
West Makian,mqs,0.5,127.5833333,North Halmaheran,West Papuan,ID
Wambule,wme,29.25,85.91666667,Mahakiranti,Sino-Tibetan,NP
Wéménugbé,wem,6.666666667,2.5,Kwa,Niger-Congo,BJ
Wik Munkan,wim,-13.91666667,141.75,Northern Pama-Nyungan,Pama-Nyungan,AU
Wik Ngathana,wig,-13.91666667,141.5,Northern Pama-Nyungan,Pama-Nyungan,AU
Wan,wan,7.833333333,-5.866666667,Eastern Mande,Mande,CI
Winnebago,win,43.5,-88.5,Core Siouan,Siouan,US
Wantoat,wnc,-6.166666667,146.5,Finisterre-Huon,Trans-New Guinea,PG
Wobe,wob,7.416666667,-7.333333333,Kru,Niger-Congo,CI
Wogamusin,wog,-4.25,142.3333333,Upper Sepik,Sepik,PG
Woisika,woi,-8.25,124.8333333,Greater Alor,Timor-Alor-Pantar,ID
Woleaian,woe,7.333333333,143.8333333,Oceanic,Austronesian,FM
Womo,,-2.916666667,141.8333333,Serra Hills,Skou,PG
Worora,wro,-15.66666667,124.6666667,Worrorran,Worrorran,AU
Wapishana,wap,2.666666667,-60,Wapishanan,Arawakan,BR GY
Warao,wba,9.333333333,-61.66666667,Warao,Warao,VR
Warrnambool,,-38.25,142.5,Southeastern Pama-Nyungan,Pama-Nyungan,AU
Wardaman,wrr,-15.5,131,Yangmanic,Yangmanic,AU
Warrgamay,wgy,-18.58333333,146.0833333,Northern Pama-Nyungan,Pama-Nyungan,AU
Warekena,gae,1.5,-67.5,Inland Northern Arawakan,Arawakan,VR CO BR
Warlpiri,wbp,-20,132.3333333,Western Pama-Nyungan,Pama-Nyungan,AU
Warembori,wsa,-1.666666667,137.5833333,South Halmahera - West New Guinea,Austronesian,ID
Warndarang,wnd,-14.41666667,135.5833333,Warndarang,Mangarrayi-Maran,AU
Waropen,wrp,-2.333333333,136.5833333,South Halmahera - West New Guinea,Austronesian,ID
Waris,wrs,-3.166666667,141,Border,Border,PG ID
Warumungu,wrm,-19.5,134.5,Western Pama-Nyungan,Pama-Nyungan,AU
Warrwa,wwr,-17.5,123.5,Nyulnyulan,Nyulnyulan,AU
Waray (in Australia),wrz,-13.16666667,131.25,Warayic,Gunwinyguan,AU
Waskia,wsk,-4.5,146,Madang,Trans-New Guinea,PG
Wathawurrung,,-38,144,Southeastern Pama-Nyungan,Pama-Nyungan,AU
Watam,wax,-3.916666667,144.5,Lower Ramu,Lower Sepik-Ramu,PG
Wu,wuu,31.66666667,119.9166667,Chinese,Sino-Tibetan,CN
Waurá,wau,-13,-53,Central Arawakan,Arawakan,BR
Waama,wwa,10.58333333,1.666666667,Gur,Niger-Congo,BJ
Woiwurrung,,-37.5,145.5,Southeastern Pama-Nyungan,Pama-Nyungan,AU
Waray-Waray,war,12,125,Greater Central Philippine,Austronesian,PH
Wyandot,wya,44.33333333,-77.5,Northern Iroquoian,Iroquoian,CA
Wayana,way,3.25,-54.16666667,Cariban,Cariban,SR BR GF
/Xam,xam,-31,21,Tu,Tu,ZA
Xârâcùù,ane,-21.66666667,166,Oceanic,Austronesian,NC
Xasonga,kao,14.25,-10.5,Western Mande,Mande,ML SN
Xavánte,xav,-15,-52.5,Ge-Kaingang,Macro-Ge,BR
Kombio,xbi,-3.5,142.75,Kombio-Arapesh,Torricelli,PG
Xerénte,xer,-10,-48.16666667,Ge-Kaingang,Macro-Ge,BR
Xhosa,xho,-32,27,Bantoid,Niger-Congo,ZA
Xiamen,nan,24.5,118.1666667,Chinese,Sino-Tibetan,CN
Kanashi,xns,32.08333333,77.25,Bodic,Sino-Tibetan,IN
Xokleng,xok,-24.5,-50,Ge-Kaingang,Macro-Ge,BR
!Xóõ,nmn,-24,21.5,Tu,Tu,BW
Kàsim,xsm,11,-1.333333333,Gur,Niger-Congo,GH BF
!Xun (Ekoka),knw,-19.66666667,18,Ju-Kung,Kxa,NA AO
Yagua,yad,-3.5,-72,Peba-Yaguan,Peba-Yaguan,PE
Yahgan,yag,-55,-68,Yámana,Yámana,CL
Yaka,yaf,-7,17.5,Bantoid,Niger-Congo,AO CD
Yale (Kosarek),kkl,-4.083333333,139.5,Mek,Trans-New Guinea,ID
Yaminahua,yaa,-8,-73,Panoan,Panoan,BR PE
Yana,ynn,40.5,-122,Yana,Hokan,US
Yao (in Malawi),yao,-14.5,35.5,Bantoid,Niger-Congo,MW MZ
Yapese,yap,9.583333333,138.1666667,Yapese,Austronesian,FM
Yaqui,yaq,27.5,-110.25,Cahita,Uto-Aztecan,MX
Yareba,yrb,-9.5,148.5,Yareban,Yareban,PG
Yavapai,yuf,34,-113.3333333,Yuman,Hokan,US
Yawa,yva,-1.75,136.25,Yawa,Yawa,ID
Yay,pcc,22.41666667,104.75,Kam-Tai,Tai-Kadai,VN
Yazgulyam,yah,38.5,71.5,Iranian,Indo-European,TJ
Yamba,yam,6.416666667,11.08333333,Bantoid,Niger-Congo,CM
Yamphu,ybi,27.58333333,87.33333333,Mahakiranti,Sino-Tibetan,NP
Yup'ik (Chevak),esu,61.5,-165.75,Eskimo,Eskimo-Aleut,US
Yucuna,ycn,-0.75,-71,Inland Northern Arawakan,Arawakan,CO
Yucatec,yua,20,-89,Mayan,Mayan,MX
Yiddish (Bessarabian),ydd,47,28.5,Germanic,Indo-European,MD
Yiddish,yih,52,23,Germanic,Indo-European,LT PL DE BY UA
Yiddish (Lodz),ydd,51.75,19.41666667,Germanic,Indo-European,PL
Yei,jei,-7.916666667,140.9166667,Morehead and Upper Maro Rivers,Morehead and Upper Maro Rivers,ID PG
Yelî Dnye,yle,-11.36666667,154.1666667,Yele,Yele,PG
Yemba,ybb,5.416666667,10.08333333,Bantoid,Niger-Congo,CM
Yessan-Mayo,yss,-4.166666667,142.5833333,Tama Sepik,Sepik,PG
Yeyi,yey,-20,23.5,Bantoid,Niger-Congo,BW NA
Dii,dur,8,14,Adamawa,Niger-Congo,CM
Yaghnobi,yai,39,69,Iranian,Indo-European,TJ
Yagaria,ygr,-6.333333333,145.4166667,Eastern Highlands,Trans-New Guinea,PG
Yi,iii,24,104,Burmese-Lolo,Sino-Tibetan,CN
Yidiny,yii,-17,145.75,Northern Pama-Nyungan,Pama-Nyungan,AU
Yil,yll,-3.533333333,142.15,Wapei-Palei,Torricelli,PG
Yimas,yee,-4.666666667,143.55,Lower Sepik,Lower Sepik-Ramu,PG
Yindjibarndi,yij,-21.75,117.9166667,Western Pama-Nyungan,Pama-Nyungan,AU
Yir Yiront,yyr,-14.83333333,141.8333333,Northern Pama-Nyungan,Pama-Nyungan,AU
Yuki,yuk,39.66666667,-123.5,Yukian,Wappo-Yukian,US
